Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Brandon-Goodwin,1,2,65.89,109.44,104.37,43,2017,34,34,31.6,0.513,1.62,0.355,4,0.791,0.82,3.71,4.09,1.21,0.06,2.12,2.12,18.5,3,0,0.356,1.93,0.57,0.4,26,8,0.765,4.76,1.68,6.44,0.618,0.577,26.93,165.84,1.94,1.47,126.1,100,25.24,74,180,78,4,22.66392882,Prospect,NA,NA,NA,NA
Justin-Pierce,2,2,69.99,115.34,115.24,127,2018,31,30,31.6,0.502,1.52,0.416,2.68,0.79,2.03,6.58,2.42,0.9,0.61,2.13,1.81,14.71,7,0,0.261,1.34,0.5,0.32,19,12,0.613,3.11,0.6,3.71,0.608,0.574,22.53,170.79,0.6,1.4,120.8,110.4,21.16,78,205,80.5,2,19.90417522,Prospect,NA,NA,NA,NA
Khyri-Thomas,1,1,70.79,115.53,98.61,198,2018,33,33,31.7,0.538,1.88,0.411,2.03,0.788,1.06,3.3,2.79,1.7,0.24,1.88,1.79,15.06,1,0,0.274,1.56,0.95,0.25,21,12,0.636,3.21,1.68,4.88,0.65,0.629,20.99,173.68,0.21,1.45,122.5,100.1,20.6,75,205,82,3,22.06433949,Prospect,NA,NA,NA,NA
Matt-Coleman,1,1,65.21,109.51,94.08,60,2018,34,34,34,0.411,0.82,0.286,2.06,0.787,0.71,1.79,4.12,1.18,0.03,3.03,2.18,10.18,1,0,0.299,1.89,0.54,0.29,19,15,0.559,1.34,1.47,2.81,0.503,0.457,18.71,148.28,1.74,1.15,103.5,103.6,11.79,74,180,77,1,20.3559206,Prospect,NA,NA,NA,NA
OShae-Brissett,3,1,62.91,107.03,92.21,382,2018,37,37,38.1,0.354,1.49,0.331,4.7,0.787,2.22,6.62,0.92,1.16,0.78,2.24,1.86,14.95,13,0,0.236,0.49,0.62,0.48,23,14,0.622,2.28,2.77,5.05,0.491,0.414,23.67,147.24,3.58,1.21,106.4,96.3,16.6,80,210,83,1,19.94798084,Prospect,NA,NA,NA,NA
Deng-Adel,2,1,69.67,112.16,96.75,67,2018,34,33,33.1,0.447,1.47,0.35,3.03,0.786,0.65,4.53,2.76,0.62,0.32,1.44,2.26,14.91,3,0,0.298,1.22,0.27,0.33,20,14,0.588,2.16,1.48,3.65,0.553,0.51,23.91,158.29,1.28,1.28,108.5,103.1,16.61,79,200,81.5,3,22.32991102,Prospect,NA,NA,NA,NA
George-King,2,1,67.77,104.92,99.65,52,2018,32,30,28.5,0.445,1.94,0.395,2.12,0.782,1.75,6.06,1.09,0.53,0.66,2.44,2,12.94,5,0,0.219,0.55,0.27,0.27,17,15,0.531,1.77,1.36,3.13,0.574,0.542,23.31,162.17,4.48,1.3,109.3,101.3,18.07,78,225,84,5,24.37508556,Prospect,NA,NA,NA,NA
Desmond-Bane,1,1,68.59,119.68,101.21,211,2018,33,32,30.5,0.539,1.79,0.461,1.94,0.78,0.45,3.61,2.48,0.94,0.24,2.3,1.76,12.52,0,0,0.232,1.41,0.53,0.3,21,12,0.636,2.69,0.93,3.63,0.671,0.649,18.06,178.05,0.33,1.54,124.1,107.1,17.11,77,215,76,2,19.93429158,Prospect,NA,NA,NA,NA
Donte-Grantham,2,1,66.13,114.21,92.56,30,2018,19,19,31.8,0.56,1.37,0.419,2.05,0.78,1.58,5.32,2.37,0.79,0.89,2,1.63,14.16,4,0,0.288,1.45,0.48,0.27,16,3,0.842,2.11,1.26,3.37,0.654,0.632,20.16,175.98,0.17,1.48,126.6,94.4,21.9,80,215,83,4,23.20328542,Prospect,NA,NA,NA,NA
Kameron-McGusty,1,1,70,107.43,95.94,4,2017,31,17,24.9,0.43,1.23,0.352,1.58,0.778,0.39,1.77,0.87,0.77,0.26,1.32,1.55,10.87,0,0,0.193,0.56,0.5,0.22,11,20,0.355,0.89,0.73,1.62,0.525,0.495,23.13,155.92,3.82,1.16,101.7,106.5,13.52,77,191,78,2,20.72553046,Prospect,NA,NA,NA,NA
Collin-Sexton,1,1,68.71,108.65,95.24,253,2018,33,32,29.9,0.447,1.33,0.336,5.94,0.778,1.03,2.73,3.61,0.85,0.09,2.45,2.79,19.15,0,0,0.378,1.29,0.3,0.58,17,16,0.515,3.33,1.13,4.47,0.567,0.498,32.91,156.11,1.28,1.44,113.1,104.8,22.41,75,190,79,1,19.40588638,Prospect,NA,NA,NA,NA
Nate-Mason,1,1,69.84,108.73,103.65,101,2018,31,31,34.1,0.393,2.48,0.391,3.35,0.776,0.58,3.06,4.19,1.1,0.06,1.94,1.52,16.68,1,0,0.359,2.77,0.72,0.31,14,17,0.452,2.75,0.76,3.5,0.526,0.482,24.87,155.95,3.73,1.21,113.7,109.3,18.17,74,190,75,4,22.85284052,Prospect,NA,NA,NA,NA
William-Lee,2,2,66.06,103.87,106.39,306,2017,33,32,28.2,0.492,1.33,0.373,2.82,0.775,1.24,5.42,1.58,0.91,2.39,1.7,1.97,13.18,5,0,0.241,0.8,0.46,0.4,17,16,0.515,2.23,1.87,4.1,0.604,0.564,23.57,163.96,3.36,1.44,113.1,95.5,22.91,81,206,84,4,23.38945927,Prospect,NA,NA,NA,NA
Payton-Pritchard,1,1,67.35,111.13,100.89,238,2018,36,35,35.1,0.447,2.36,0.413,2.28,0.774,0.5,3.33,4.75,1.42,0,2.44,2.11,14.53,1,0,0.354,2.25,0.67,0.27,23,13,0.639,3.45,1.44,4.89,0.583,0.554,20.77,163.34,3.02,1.31,118.7,104.9,17.43,74,200,76,2,20.3394935,Prospect,NA,NA,NA,NA
Kevin-Knox,2,1,68.76,115.81,95.36,258,2018,37,37,32.4,0.447,1.54,0.341,3.43,0.774,0.89,4.51,1.43,0.84,0.27,2.22,2.3,15.62,2,0,0.251,0.62,0.36,0.37,26,11,0.703,2.44,1.72,4.16,0.557,0.511,24.65,156.24,4.16,1.31,109.7,101.8,16.53,81,215,84,1,18.80629706,Prospect,NA,NA,NA,NA
Zach-Lofton,1,2,68.48,107.88,94.96,346,2018,33,31,32,0.455,2.64,0.38,4.27,0.77,1.12,3.85,1.7,1.06,0.12,2.03,2.03,20,2,0,0.291,0.84,0.52,0.39,27,6,0.818,3.77,2.37,6.14,0.587,0.546,28.9,160.51,2.81,1.39,119.2,93.4,22.56,76,180,79,3,25.53319644,Prospect,NA,NA,NA,NA
Nathan-Knight,3,2,69.99,115.34,115.24,127,2018,31,30,28.7,0.575,0.35,0.306,4.84,0.769,1.87,5.42,2.23,0.58,1.97,3.32,2.68,18.48,9,0,0.302,0.83,0.22,0.54,19,12,0.613,3.53,0.7,4.23,0.636,0.591,30.73,165.02,4.07,1.6,119,108.5,26.59,82,247,86.25,2,20.6954141,Prospect,NA,NA,NA,NA
Kevin-Hervey,2,2,70.64,110.61,100.8,287,2017,35,28,27.8,0.458,1.94,0.342,3.23,0.769,1.4,7.14,2.11,1.23,0.4,1.86,1.89,17.06,16,0,0.289,1.12,0.65,0.32,27,8,0.771,3.23,2.41,5.64,0.57,0.533,29.15,156.86,1.68,1.31,116.2,90.6,25.53,81,230,87,4,21.89459274,Prospect,NA,NA,NA,NA
MiKyle-Mcintosh,3,2,64.94,107.61,93.61,201,2017,30,29,26.7,0.41,1.07,0.348,3.43,0.763,1.57,4,1.77,0.67,0.83,3.03,2.47,12.5,1,0,0.231,0.72,0.27,0.46,24,6,0.8,1.19,1.77,2.96,0.525,0.464,28.05,152.03,5.12,1.28,102,93.4,17,79,234,82,5,23.86858316,Prospect,NA,NA,NA,NA
Jessie-Govan,3,1,70.46,109.72,102.28,66,2018,30,30,32.7,0.508,0.53,0.348,3.93,0.761,2.47,7.57,1.97,0.6,1.13,2.9,1.73,17.87,15,0,0.325,1.13,0.35,0.39,15,15,0.5,3.02,1.54,4.57,0.571,0.528,25.86,161.67,1.26,1.35,117.7,100.4,22.79,82,270,88,3,20.85147159,Prospect,NA,NA,NA,NA
Bonzie-Colson-Jr,1,1,65.39,114.89,99.1,69,2018,21,21,32.4,0.503,0.81,0.293,3.95,0.761,2.29,7.81,0.9,1.67,2.24,1.71,1.52,19.71,11,0,0.309,0.59,1.09,0.35,15,6,0.714,2.35,1.93,4.28,0.569,0.53,30.03,155.78,2.94,1.33,117,87.1,29.9,78,225,83.5,4,22.38466804,Prospect,NA,NA,NA,NA
Kevin-Huerter,1,1,66.31,114.1,99.08,34,2018,32,32,34.4,0.503,2.28,0.417,2.34,0.758,0.97,4.06,3.38,0.62,0.66,2.38,2.5,14.75,2,0,0.333,1.35,0.25,0.31,19,13,0.594,3.1,1.58,4.69,0.64,0.616,21.5,167.78,0.77,1.47,119,101.8,18.37,79,190,79.75,2,19.76180698,Prospect,NA,NA,NA,NA
DeAndre-Hunter,3,1,59.39,115.18,85.65,37,2018,33,0,19.9,0.488,0.64,0.382,2.24,0.755,1.15,2.39,1.09,0.58,0.39,1.82,0.94,9.18,1,0,0.17,1.16,0.61,0.46,31,2,0.939,2.14,1.75,3.88,0.584,0.538,25.68,162.52,1.23,1.42,118.6,89,22.12,79,222,86,2,20.49828884,Prospect,NA,NA,NA,NA
MJ-Walker,2,1,71.25,114.29,96.52,32,2018,35,1,18.8,0.379,1.17,0.345,1.23,0.754,0.2,1.49,1.09,0.63,0.14,2.23,1.11,7.03,0,0,0.12,0.97,0.56,0.27,23,12,0.657,0.63,0.83,1.47,0.51,0.474,20.43,147.74,2.01,1.15,101.6,103.6,10.27,77,205,80,1,20.1779603,Prospect,NA,NA,NA,NA
Brekkott-Chapman,2,2,67.52,106.72,105.85,86,2018,27,26,27.2,0.454,1.52,0.423,1.67,0.75,0.74,5.22,1.41,0.89,1.67,3.48,2.37,10.81,5,0,0.193,0.59,0.38,0.26,17,10,0.63,0.6,1.55,2.15,0.571,0.544,22.87,162.64,5.25,1.29,98.6,94.8,15.7,80,205,82,3,22.14921287,Prospect,NA,NA,NA,NA
Jontay-Porter,3,1,65.69,111.88,97.05,56,2018,33,7,24.5,0.437,1.21,0.364,2.36,0.75,1.52,5.27,2.24,0.85,1.67,2.94,1.91,9.88,3,0,0.224,1.17,0.44,0.44,20,13,0.606,1.84,1.88,3.72,0.567,0.521,22.52,155.06,1.76,1.37,112.2,92.5,20.66,83,240,84,1,18.54346338,Prospect,NA,NA,NA,NA
Rodney-Bullock,2,1,66.21,108.45,96.02,71,2017,33,33,32.8,0.436,1.39,0.317,3.61,0.748,1.36,5.03,1.42,1.15,0.82,2.3,2.45,15.73,5,0,0.279,0.58,0.47,0.39,20,13,0.606,1.52,2.06,3.58,0.539,0.493,27.21,150.16,4.75,1.28,102,96.5,17.78,80,225,83.5,5,23.9945243,Prospect,NA,NA,NA,NA
