Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Malcolm-Delaney,1,1,67.75,108.26,92.4,38,2010,33,32,35.8,0.387,1.91,0.306,6.97,0.842,0.91,2.79,4.45,1.24,0.09,2.91,3,20.21,0,0,0.407,1.48,0.41,0.57,24,9,0.727,4.06,2.23,6.29,0.544,0.452,29.69,153.55,0.08,1.38,113.6,96.4,21.3,75,190,78.5,4,22.22313484,NBA,1.57,1.73,1.08,18.33
Donte-Greene,2,1,69.92,112.57,98.44,382,2008,35,35,35.8,0.418,2.57,0.345,2.69,0.707,1.71,5.46,2.03,1.29,1.63,2.89,2.6,17.71,6,0,0.29,0.78,0.49,0.26,21,14,0.6,2.64,1.81,4.45,0.531,0.505,24.94,147,3.21,1.19,108.3,100.7,18.57,83,226,82,1,20.27652293,NBA,1.49,1.22,2.54,16.8
Arnett-Moultrie,3,1,63.86,111.73,102.38,261,2012,30,30,35.8,0.549,0.27,0.444,4.13,0.78,3.67,6.8,1.17,0.83,0.77,2.23,2.43,16.4,18,0,0.281,0.48,0.34,0.48,18,12,0.6,3.95,1.17,5.12,0.61,0.561,23.3,177.31,4.83,1.5,118.2,100.2,24.19,83,250,86.25,3,21.53593429,NBA,1.23,0.56,1.77,23.11
Will-Blalock,1,1,69.81,111.19,101.17,53,2006,30,30,35.8,0.447,1.57,0.398,2,0.659,0.8,3.1,6.13,2.17,0.07,1.83,2.97,15.37,2,0,0.416,2.07,0.73,0.23,16,14,0.533,1.94,1.59,3.53,0.525,0.506,23.23,150.46,2.97,1.16,104.6,100.4,18.67,73,200,78,3,22.72963723,NBA,0.23,0.12,0.11,4.52
Ryan-Boatright,1,2,62.09,107.73,97.75,64,2015,34,34,35.8,0.423,2.53,0.411,4.18,0.85,0.44,3.65,3.79,1.35,0.24,1.88,2.38,17.41,0,0,0.402,1.59,0.57,0.39,20,14,0.588,4.2,2.1,6.3,0.581,0.523,27.17,168.5,0.43,1.38,116.3,96.9,22.25,71,175,72.5,4,22.4257358,International,0,0,0,0
Cameron-Moore,3,2,61.05,101.18,97.29,306,2012,31,31,35.8,0.483,0.16,0.217,3.32,0.613,2.84,7.65,1.26,0.61,2.35,2.03,2.06,16.06,14,0,0.358,0.61,0.3,0.42,15,16,0.484,2.87,2.17,5.03,0.515,0.489,27.06,131.32,3.76,1.23,106.5,91.6,23.74,82,230,85.5,4,21.5523614,International,0,0,0,0
Jerryd-Bayless,1,1,63.52,116.42,97.29,235,2008,30,30,35.7,0.458,1.97,0.41,6.23,0.839,0.43,2.3,4.03,0.97,0.1,2.2,2.97,19.73,0,0,0.386,1.36,0.33,0.59,18,12,0.6,3.97,0.79,4.76,0.612,0.536,29.24,170.6,0.79,1.57,116.6,107.8,21.55,75,200,75.5,1,19.78097194,NBA,3.07,1.1,4.17,28.53
Jordan-Hill,3,1,64.89,117.72,101.76,235,2009,34,34,35.7,0.537,0,0,3.44,0.654,4.21,6.82,1.47,0.88,1.71,3,2.85,18.26,20,0,0.346,0.52,0.31,0.38,20,14,0.588,3.76,1.6,5.35,0.56,0.537,28.37,119.09,5.4,1.32,111.8,101.7,25.28,82,240,85.5,3,21.84804928,NBA,1.37,1.76,3.13,28.81
Norris-Cole,1,2,65.02,109.06,98,146,2011,36,36,35.7,0.439,1.42,0.342,6.31,0.853,0.75,5.08,5.31,2.22,0.08,2.42,2.69,21.67,7,0,0.515,1.97,0.82,0.47,27,9,0.75,5.97,3.11,9.08,0.558,0.483,32.09,163.45,2.45,1.36,118.6,91.2,29.07,74,175,77.5,4,22.63107461,NBA,0.72,2.55,2.36,19.53
Drew-Neitzel,1,1,60.3,112.76,91.79,100,2007,35,34,35.7,0.426,3.26,0.412,3.51,0.879,0.09,2.74,4.31,0.83,0.26,1.2,2.34,18.14,1,0,0.434,1.84,0.35,0.3,23,12,0.657,5.06,2.15,7.2,0.595,0.548,27.06,171.62,1.65,1.36,122.6,98.4,21.94,72,180,74.5,4,23.06913073,International,0,0,0,0
Saah-Nimley,1,2,65.25,107.02,109.2,87,2015,31,31,35.7,0.384,3.55,0.358,6.03,0.82,0.55,3.55,4.06,0.9,0.03,2.19,2.74,21.39,1,0,0.398,1.48,0.33,0.48,19,12,0.613,4.51,1.04,5.55,0.566,0.499,30.54,156.21,0.09,1.39,117.9,104.9,22.67,68,158,69,4,21.99315537,International,0,0,0,0
Jon-Diebler,2,1,63.77,125.02,91.55,103,2011,37,37,35.7,0.507,3.08,0.502,1.73,0.81,0.38,2.27,2.38,0.97,0.14,1,0.95,12.7,0,0,0.229,2.51,1.03,0.28,34,3,0.919,4.82,2.26,7.08,0.726,0.706,14.43,181.93,1.88,1.64,144.4,98.3,18.29,78,205,78.5,4,22.94045175,International,0,0,0,0
Josh-Davis,2,2,64.26,107.19,105.31,304,2013,35,35,35.7,0.492,0.03,0.5,5.77,0.716,4.09,6.6,1.74,0.8,0.86,2.49,2.63,17.63,19,0,0.34,0.66,0.3,0.67,20,15,0.571,4.39,1.74,6.13,0.556,0.493,26.46,170.8,4.19,1.47,114.8,98.9,24.54,80,215,83.25,4,23.35660507,International,0,0,0,0
Curtis-Stinson,1,1,69.81,111.19,101.17,53,2006,30,26,35.7,0.455,1.4,0.339,3.1,0.669,1.93,4.5,5.53,2.43,0,2.9,3.43,19.43,5,1,0.449,1.61,0.71,0.28,16,14,0.533,2.37,1.86,4.23,0.522,0.498,29.15,146.31,0.68,1.18,104.4,97.9,22.49,75,215,77,4,23.29089665,International,0,0,0,0
Chavaughn-Lewis,2,2,65.02,94.64,107.38,169,2015,29,29,35.7,0.413,1.41,0.289,5.14,0.665,0.9,4.45,2.69,2.31,0.76,2.45,3.59,20.55,2,0,0.467,0.75,0.64,0.46,7,22,0.241,0.92,1.58,2.5,0.499,0.455,37.2,136.74,4.99,1.21,94.3,98.9,20.76,77,195,80.5,4,22.32717317,International,0,0,0,0
Reggie-Hamilton,1,2,69.68,114.39,112.67,313,2012,36,36,35.6,0.447,3.28,0.42,7.28,0.876,0.72,3.08,5.11,2,0.06,2.81,3.72,26.17,0,0,0.491,1.37,0.54,0.48,20,16,0.556,7.58,0.14,7.72,0.611,0.541,34.82,174.29,0.86,1.5,121.2,109.9,30.03,71,176,76.5,4,23.02532512,International,0,0,0,0
Elston-Turner,1,1,59.8,105.19,98.36,61,2013,32,32,35.6,0.426,2.31,0.361,2.78,0.848,0.44,2.56,2.31,0.97,0.22,1.19,1.84,17.53,0,0,0.366,1.25,0.53,0.22,18,14,0.562,3.61,1.29,4.9,0.543,0.505,27.88,163.47,0.92,1.2,113.2,101.5,20.33,77,211,80,4,23.23887748,International,0,0,0,0
Antywane-Robinson,2,2,59.87,109.07,97.7,27,2006,32,31,35.6,0.399,2.56,0.366,0.81,0.812,1.53,3.44,0.78,1.22,0.75,1.69,0.44,12.69,1,0,0.246,1.79,2.79,0.09,17,15,0.531,2.92,1.51,4.43,0.523,0.509,19.58,157.8,0.26,1.09,118.4,102.1,18.4,80,220,88.5,4,21.88637919,International,0,0,0,0
Martin-Zeno,1,1,64.88,112.23,101.25,62,2007,34,33,35.6,0.495,0.41,0.438,5.24,0.791,1.18,4.09,3.21,1.26,0.26,1.82,2.68,16.59,4,0,0.35,1.2,0.47,0.6,21,13,0.618,3.42,1.59,5.01,0.584,0.513,25,172.33,1.52,1.5,113.3,102.4,20.71,77,205,79.75,4,22.54346338,International,0,0,0,0
Will-Thomas,3,2,61.58,110.66,100.98,118,2008,34,34,35.6,0.642,0.03,1,3.79,0.672,2.47,7.88,1.97,0.91,0.53,1.76,1.53,16.06,15,0,0.332,1.29,0.6,0.59,23,11,0.676,5.25,2.61,7.86,0.658,0.644,21.29,231.39,0.65,1.69,131.4,93.6,27.33,79,230,85.25,4,21.9192334,International,0,0,0,0
Rick-Jackson,3,1,64.63,114.87,92.38,382,2011,35,35,35.6,0.588,0,0,2.09,0.533,3.49,7,2.2,1.34,2.46,2.03,2.09,13.11,17,0,0.288,1.05,0.64,0.42,27,8,0.771,3.16,3.09,6.25,0.584,0.588,19.15,112.13,1.76,1.4,115.8,90.6,23.17,81,235,86,4,22.01505818,International,0,0,0,0
